ID,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE,FLIGHT_ID,DELAY
5743,2015,1,1,4,Alaska Airlines Inc.,22,N407AS,SEA,ORD,1235,1236,1,14,1250,239,228,201,1721,1811,13,1834,1824,-10,0,0,,,,,,,Alaska Airlines Inc.,5743,1
6133,2015,1,1,4,Alaska Airlines Inc.,305,N453AS,SFO,SEA,1300,1301,1,19,1320,123,118,94,679,1454,5,1503,1459,-4,0,0,,,,,,,Alaska Airlines Inc.,6133,1
6135,2015,1,1,4,Alaska Airlines Inc.,465,N553AS,LAX,SEA,1300,1422,82,23,1445,154,168,140,954,1705,5,1534,1710,96,0,0,,14,0,0,82,0,Alaska Airlines Inc.,6135,82
6374,2015,1,1,4,Alaska Airlines Inc.,664,N457AS,SEA,DFW,1315,1345,30,22,1407,220,247,211,1660,1938,14,1855,1952,57,0,0,,27,0,30,0,0,Alaska Airlines Inc.,6374,30
6555,2015,1,1,4,Alaska Airlines Inc.,682,N618AS,SEA,DEN,1325,1405,40,8,1413,152,171,147,1024,1740,16,1657,1756,59,0,0,,19,0,40,0,0,Alaska Airlines Inc.,6555,40
6557,2015,1,1,4,Alaska Airlines Inc.,874,N533AS,OGG,SEA,1325,1326,1,13,1339,350,328,310,2640,2049,5,2115,2054,-21,0,0,,,,,,,Alaska Airlines Inc.,6557,1
6628,2015,1,1,4,Alaska Airlines Inc.,610,N323AS,SEA,LAS,1330,1331,1,12,1343,141,138,117,867,1540,9,1551,1549,-2,0,0,,,,,,,Alaska Airlines Inc.,6628,1
6856,2015,1,1,4,Alaska Airlines Inc.,570,N525AS,PDX,LAX,1345,1349,4,9,1358,131,128,110,834,1548,9,1556,1557,1,0,0,,,,,,,Alaska Airlines Inc.,6856,4
7411,2015,1,1,4,Alaska Airlines Inc.,472,N462AS,SEA,LAX,1420,1422,2,11,1433,147,151,130,954,1643,10,1647,1653,6,0,0,,,,,,,Alaska Airlines Inc.,7411,2
7937,2015,1,1,4,Alaska Airlines Inc.,650,N409AS,SEA,PHX,1455,1517,22,10,1527,161,154,138,1107,1845,6,1836,1851,15,0,0,,0,0,1,14,0,Alaska Airlines Inc.,7937,22
8127,2015,1,1,4,Alaska Airlines Inc.,830,N560AS,HNL,SJC,1505,1506,1,20,1526,321,303,279,2417,2205,4,2226,2209,-17,0,0,,,,,,,Alaska Airlines Inc.,8127,1
9311,2015,1,1,4,Alaska Airlines Inc.,892,N596AS,HNL,SAN,1620,1642,22,13,1655,338,314,297,2614,2352,4,2358,2356,-2,0,0,,,,,,,Alaska Airlines Inc.,9311,22
9456,2015,1,1,4,Alaska Airlines Inc.,759,N609AS,MCI,SEA,1630,1642,12,15,1657,235,223,204,1489,1821,4,1825,1825,0,0,0,,,,,,,Alaska Airlines Inc.,9456,12
9886,2015,1,1,4,Alaska Airlines Inc.,793,N408AS,DTW,SEA,1700,1705,5,11,1716,280,305,279,1927,1855,15,1840,1910,30,0,0,,30,0,0,0,0,Alaska Airlines Inc.,9886,5
